timestep,temperature,pressure,battery,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15
517,22.363323,1007.8364,75.943855,0.5682908,-0.23281647,-0.23896924,-0.09203329,-0.19792968,0.65438,0.012936071,0.31778058,-0.14390635,-0.328924,0.5761828,-0.30879593,0.26143166,-0.44598567,0.59461653,-0.018348351
518,22.219763,1033.4376,78.59255,0.62767833,-0.24911067,-0.13966483,-0.0011406094,-0.1710183,0.7260102,0.014641404,0.31238008,-0.1930688,-0.3544436,0.5245641,-0.31078503,0.33128458,-0.4280953,0.6895498,0.051539004
519,21.83314,1056.5785,76.72541,0.6899588,-0.28567517,-0.102701694,0.07814583,-0.18238005,0.78362286,0.06009905,0.2649496,-0.21024391,-0.31298265,0.4188125,-0.35341528,0.3893539,-0.3941496,0.7381397,0.10337357
520,22.051645,1010.66724,73.36673,0.5752548,-0.25476274,-0.26043668,-0.07862343,-0.22336973,0.65813017,0.04610659,0.28901884,-0.1258817,-0.2844039,0.5253772,-0.33717415,0.26452357,-0.42984265,0.5773997,-0.014772728
521,22.323303,1041.1708,76.632996,0.6649479,-0.25430351,-0.15179801,0.010953411,-0.17482704,0.74140906,0.034913674,0.2819381,-0.2032699,-0.3302653,0.48421705,-0.33615187,0.35220486,-0.4167755,0.700871,0.05642344
522,21.842106,1036.6881,74.620895,0.63953054,-0.27767193,-0.17790481,0.011796817,-0.2072374,0.72840834,0.062020227,0.26907945,-0.16760746,-0.28929576,0.45396593,-0.3528511,0.3340389,-0.40607277,0.661826,0.051781088
523,21.463902,1042.4507,75.05824,0.63844395,-0.29704523,-0.14899883,0.046644896,-0.21450633,0.7460029,0.0733637,0.26762605,-0.16369292,-0.2820036,0.4256349,-0.35662156,0.34624043,-0.3953761,0.67456084,0.07662809
524,21.703947,998.35754,77.668945,0.5023744,-0.25168994,-0.22002503,-0.0861215,-0.21646665,0.63691163,0.008691475,0.35030764,-0.106657624,-0.33276972,0.5950407,-0.28682047,0.23011127,-0.44825578,0.56423444,-0.01219137
525,21.449165,993.0994,78.7043,0.4703192,-0.25705254,-0.21123719,-0.08736938,-0.22230254,0.626804,0.0025832802,0.368708,-0.090908796,-0.33944938,0.61117315,-0.27330995,0.21388353,-0.45174012,0.5503553,-0.011581123
526,21.04141,1009.66876,77.18256,0.5100241,-0.28948444,-0.18402568,-0.025560185,-0.23625824,0.6683652,0.04035704,0.33338156,-0.09705049,-0.30317733,0.5277221,-0.30624643,0.25405544,-0.42452383,0.5809514,0.028439134
527,21.737602,1005.4982,76.93055,0.5290693,-0.2565984,-0.21475282,-0.06877941,-0.21552663,0.6535772,0.01987958,0.33339942,-0.1176765,-0.32266325,0.5671793,-0.3006584,0.24944957,-0.440011,0.5813173,-0.0012437105
528,21.328802,1040.628,77.06836,0.6175722,-0.29692134,-0.121786356,0.053631544,-0.20791972,0.74601936,0.058284923,0.2910783,-0.16272283,-0.3046982,0.44781297,-0.33689943,0.34113032,-0.400858,0.68101996,0.08538225
529,20.894712,1009.4604,76.89121,0.5043037,-0.2965616,-0.18484208,-0.020809293,-0.24343093,0.66801035,0.04677163,0.33125925,-0.089459896,-0.29472417,0.5187232,-0.30952004,0.25186175,-0.42119342,0.57498664,0.03088513
530,20.505583,966.52466,77.39046,0.3539753,-0.284993,-0.26665357,-0.12992744,-0.28027368,0.5609441,0.01870349,0.39337534,-0.000102072954,-0.29742542,0.63379234,-0.26380238,0.13139799,-0.45523763,0.438945,-0.04686428
531,21.241802,978.0366,75.133675,0.43194708,-0.26532808,-0.29027486,-0.13485253,-0.26107085,0.58217174,0.027044863,0.35247707,-0.042028755,-0.28857303,0.60628176,-0.29233417,0.16870037,-0.4508267,0.47324985,-0.05321669
532,21.03566,1068.8445,76.67579,0.69255316,-0.32898557,-0.05501148,0.14878836,-0.20368657,0.8190882,0.092501946,0.251798,-0.19840595,-0.28471965,0.34778616,-0.37047976,0.41481933,-0.3684817,0.75811803,0.15176283
533,20.39495,1022.8946,78.71207,0.5148107,-0.32284704,-0.11598006,0.046590567,-0.24176575,0.7086463,0.055710256,0.33453405,-0.09931359,-0.300404,0.4781811,-0.30884585,0.2845666,-0.4055581,0.6188624,0.081479385
534,20.35209,1010.28937,75.82806,0.48795414,-0.32373098,-0.1839852,0.0015627444,-0.26890022,0.6708276,0.07166019,0.3214915,-0.06423946,-0.2633363,0.48089752,-0.32310313,0.24811183,-0.4074497,0.5579263,0.043385476
535,20.153246,1029.269,79.01573,0.52220994,-0.33689746,-0.09098783,0.07693511,-0.24462645,0.72683895,0.064916626,0.3303761,-0.10161689,-0.29553738,0.4524338,-0.31373864,0.2997075,-0.39632365,0.6354163,0.10316716
536,20.608171,1021.6177,76.04436,0.53273284,-0.3191359,-0.16144338,0.024879113,-0.25154114,0.69897485,0.0718081,0.30804667,-0.09554133,-0.27207989,0.46107695,-0.33112156,0.28162187,-0.4022845,0.5997132,0.061068922
537,19.773094,1044.9865,76.33353,0.56594515,-0.37040937,-0.08258331,0.13122725,-0.2653383,0.7637695,0.11126042,0.28417152,-0.10289368,-0.24494277,0.35960326,-0.35641587,0.33714566,-0.36679205,0.6553716,0.13552837
538,20.277658,1092.4801,76.8709,0.73040396,-0.37724853,0.021199584,0.25229916,-0.21515796,0.88398206,0.13084461,0.22630738,-0.20905927,-0.25872168,0.24779342,-0.39650065,0.47177774,-0.3338297,0.81555426,0.22419061
539,19.990435,1018.19305,78.1304,0.48541984,-0.33916742,-0.12462458,0.048159003,-0.26266992,0.6975284,0.06816338,0.3362792,-0.072023466,-0.2808365,0.4679984,-0.3116694,0.26741225,-0.40085262,0.59143627,0.08044939
540,20.29058,997.45776,77.741394,0.43720233,-0.31351638,-0.18527094,-0.02763711,-0.26697576,0.6420498,0.046520025,0.3578768,-0.04668027,-0.28922796,0.5375266,-0.29281193,0.2136988,-0.42406172,0.5315674,0.02630496
541,19.928621,1065.5294,77.94794,0.6278764,-0.37275147,-0.0168702,0.19082084,-0.23726809,0.81883425,0.109536625,0.27352726,-0.1515933,-0.267214,0.3241058,-0.36129373,0.39557707,-0.3556908,0.73358184,0.1816964
542,19.97675,1053.4147,76.36514,0.60044074,-0.36672667,-0.067944676,0.14758542,-0.2527597,0.7843864,0.11212305,0.27279356,-0.12622374,-0.25015134,0.34396642,-0.36350858,0.3621305,-0.36278358,0.6857823,0.14774726
543,20.46358,1037.1079,74.93328,0.5787926,-0.33821404,-0.13766325,0.073483914,-0.25420904,0.73722565,0.09787285,0.2772585,-0.11232075,-0.24977347,0.39677873,-0.3577614,0.32170677,-0.38203102,0.63573134,0.0931336
544,19.830004,1048.3595,75.67532,0.58180046,-0.3716717,-0.08543819,0.13663909,-0.26535735,0.7708157,0.11808024,0.27285597,-0.108596385,-0.23736939,0.34472564,-0.36559784,0.34650353,-0.36267254,0.662024,0.13818444
545,19.899603,1007.627,76.792465,0.45545858,-0.33968893,-0.16521296,0.016314104,-0.28065366,0.66825473,0.07373339,0.33660656,-0.044548333,-0.26231983,0.48006958,-0.31391847,0.23695053,-0.40479812,0.547202,0.054792687
546,20.866062,1005.36646,76.14615,0.49404,-0.29703048,-0.20388892,-0.034171626,-0.25157642,0.6561841,0.050705656,0.3290418,-0.07820317,-0.28475603,0.5211288,-0.31245524,0.23998955,-0.42213762,0.5563031,0.01976806
547,20.587706,1025.7136,76.75948,0.54098463,-0.32091665,-0.14156407,0.040266514,-0.24533269,0.71100056,0.069495685,0.31015223,-0.10464558,-0.28009874,0.45620915,-0.32872856,0.2929951,-0.40036854,0.617122,0.07345247
548,19.5847,1036.2008,75.74863,0.53361213,-0.37454528,-0.106129855,0.11133942,-0.28103358,0.74105906,0.11446482,0.29029167,-0.07741666,-0.23296238,0.37071544,-0.35400507,0.311011,-0.36968938,0.620082,0.11970161
549,20.396809,1051.8496,79.93109,0.59748304,-0.3383664,-0.03255421,0.13649884,-0.21653014,0.78528446,0.068428114,0.30959845,-0.15481526,-0.3109395,0.4068676,-0.32666707,0.36414492,-0.38275945,0.7165598,0.14810054
550,20.231853,1034.1951,76.25251,0.5535759,-0.34336483,-0.120121926,0.07913682,-0.25603148,0.73357475,0.09056119,0.29544064,-0.10273954,-0.26048124,0.4102092,-0.34385747,0.31226134,-0.38465077,0.63163555,0.09929934
551,19.861183,1034.5062,75.47071,0.5418887,-0.36189705,-0.120895684,0.09347984,-0.2739305,0.7347349,0.10783721,0.28852963,-0.084848344,-0.23835443,0.38449436,-0.35339394,0.30897215,-0.3753248,0.6187878,0.10705517
552,20.077284,1054.6793,74.35374,0.6180988,-0.3680259,-0.095580876,0.14042717,-0.26092604,0.7831155,0.12772216,0.25018734,-0.12477708,-0.22645612,0.32192305,-0.38286656,0.36537808,-0.35719296,0.67686164,0.13878562
553,20.478647,1054.7207,75.66427,0.629742,-0.34706283,-0.0874165,0.1275382,-0.23842703,0.7837503,0.10531339,0.26192713,-0.14661908,-0.25648332,0.35388282,-0.36862454,0.37024465,-0.3683794,0.6953809,0.1332167
554,19.18901,1015.20685,77.771835,0.4427811,-0.37361616,-0.1161671,0.07265991,-0.2953013,0.6933011,0.091072254,0.33968183,-0.03212431,-0.2513406,0.4381628,-0.31627727,0.25112748,-0.38817206,0.5623656,0.09528573
555,20.052383,1007.20935,75.00265,0.46924883,-0.33705032,-0.1949532,0.0026322603,-0.2865986,0.6628412,0.08461736,0.31822962,-0.043189704,-0.24353823,0.4677229,-0.32925314,0.23626666,-0.40237212,0.5359073,0.041753247
556,20.4263,1039.0387,75.3678,0.5810139,-0.34003776,-0.12623644,0.08224711,-0.2516617,0.7432306,0.09670758,0.279358,-0.11584452,-0.25396955,0.3943896,-0.35587934,0.3268519,-0.38093573,0.6440666,0.10018045
557,19.972803,1019.79663,74.29545,0.50742924,-0.3503939,-0.17386726,0.04113418,-0.28619623,0.69411623,0.10305697,0.29506022,-0.059160903,-0.22920066,0.4193147,-0.3488859,0.2693311,-0.38719693,0.5674472,0.06758848
558,20.80831,1021.27374,77.49565,0.5337044,-0.3064898,-0.14710626,0.019979626,-0.23557743,0.6999408,0.053451747,0.32253036,-0.1089021,-0.29768497,0.48707426,-0.316266,0.2835287,-0.41066638,0.6137645,0.061005935
559,20.813099,1048.4742,74.963425,0.62866074,-0.3299631,-0.119992524,0.09227666,-0.23465268,0.7646181,0.09706871,0.26148617,-0.14684376,-0.25899902,0.37878013,-0.36704153,0.35613593,-0.3779238,0.6782636,0.10743396
560,20.408186,1027.5026,74.212364,0.5504379,-0.33626837,-0.16835564,0.044983715,-0.26650462,0.7114568,0.09790549,0.28251308,-0.09040171,-0.24035703,0.41450635,-0.35507363,0.2945776,-0.38763618,0.599788,0.07120353
561,20.427258,1003.80774,77.33495,0.4644633,-0.31254035,-0.1798054,-0.015997916,-0.26077485,0.65681523,0.051349834,0.3449715,-0.06188579,-0.2869268,0.52017474,-0.30222943,0.23210177,-0.41941082,0.550919,0.034106046
562,20.162008,1032.2362,75.93061,0.5460373,-0.34598988,-0.12733153,0.07527602,-0.26171592,0.72827476,0.09370087,0.29495853,-0.095157325,-0.25439522,0.4093282,-0.34524208,0.30604494,-0.38420692,0.62174356,0.095723376
563,20.305536,1040.2142,74.74832,0.58218324,-0.34766096,-0.12909788,0.08891693,-0.25911146,0.745638,0.10635003,0.27198884,-0.110474795,-0.24172212,0.37874386,-0.36344406,0.32848883,-0.37578163,0.6404551,0.1033891
564,20.832676,1000.5213,75.61802,0.48026568,-0.29669398,-0.22152206,-0.048851267,-0.25899664,0.6428872,0.052293345,0.33003205,-0.06628002,-0.27765673,0.52798283,-0.31265163,0.22615357,-0.42435873,0.5368321,0.008141682
565,21.341673,1007.67816,74.36777,0.5302806,-0.28182203,-0.23538086,-0.053624347,-0.2442778,0.6561225,0.054738015,0.3059627,-0.09507033,-0.27579704,0.5148141,-0.32870036,0.2499429,-0.42300552,0.5604003,0.003405124
566,20.830387,1031.9933,75.880394,0.5748937,-0.31636217,-0.14552405,0.04558134,-0.23833542,0.72409976,0.07541181,0.29207915,-0.122288555,-0.2749055,0.43831187,-0.34188426,0.31197697,-0.39621302,0.635028,0.07603264
567,20.898777,1041.4043,76.98584,0.60143244,-0.31666344,-0.11025569,0.0742023,-0.22330071,0.7500668,0.07154215,0.2909559,-0.14590481,-0.28986096,0.42604885,-0.34074652,0.33893368,-0.3922085,0.673516,0.09886271
568,20.948668,1023.4378,76.289246,0.5520978,-0.30462673,-0.16248211,0.016410083,-0.23676635,0.70236814,0.061719432,0.30683535,-0.113818526,-0.28572893,0.47317463,-0.32886142,0.29009682,-0.40745178,0.61443955,0.05633816
569,21.657402,1025.7218,73.77258,0.6019403,-0.28089076,-0.21021971,-0.01558879,-0.22576474,0.69956553,0.06564242,0.27530727,-0.13744119,-0.27437145,0.46868068,-0.3506666,0.3018473,-0.41022447,0.6179852,0.030078381
570,21.41889,1026.0238,71.93367,0.60096383,-0.29616085,-0.22907549,-0.010428056,-0.24553543,0.6979207,0.08837583,0.25706753,-0.12090388,-0.24243045,0.4367838,-0.3692746,0.29921636,-0.3999962,0.6000965,0.029447034
571,21.405977,1017.5378,75.02774,0.56008625,-0.28368604,-0.20517841,-0.024952456,-0.23188932,0.68237627,0.055189177,0.29972076,-0.11756697,-0.28463873,0.49603677,-0.33216044,0.27781653,-0.4171373,0.59686047,0.025354847
572,21.287844,1032.5189,76.19223,0.5951377,-0.29567847,-0.151568,0.028445259,-0.21975806,0.7237033,0.060461476,0.2927554,-0.14341724,-0.29339093,0.46001562,-0.33707622,0.31812602,-0.40486598,0.6488114,0.06553455
573,21.064367,1039.2062,74.69893,0.6126766,-0.31353474,-0.15132833,0.053053647,-0.23296405,0.7390359,0.084930964,0.26974344,-0.14002576,-0.26525208,0.41388866,-0.35882485,0.33323437,-0.39010894,0.65335345,0.07951543
574,21.670706,1041.3606,73.64706,0.6507906,-0.29065302,-0.17638287,0.029876128,-0.21657576,0.7393383,0.07893967,0.25377312,-0.1648753,-0.2700733,0.42186192,-0.36748484,0.34448537,-0.39570457,0.66518813,0.062286317
575,21.930666,1017.72253,76.22597,0.57810843,-0.2576301,-0.2013726,-0.043098673,-0.20560339,0.68251854,0.030446976,0.3096325,-0.14434314,-0.3170496,0.5316302,-0.31844217,0.284229,-0.43004727,0.6176405,0.016101167
576,21.735765,1066.6224,74.64107,0.7260295,-0.30155462,-0.10617301,0.105354816,-0.1927289,0.8057356,0.08887726,0.23105264,-0.21566105,-0.2803499,0.36159787,-0.38333714,0.41450104,-0.37673184,0.7512743,0.11830692
577,21.541883,1028.4504,74.48428,0.60186356,-0.28601068,-0.19112015,-0.00017663836,-0.22379833,0.70857024,0.06489436,0.27952474,-0.14019236,-0.2796076,0.46369344,-0.3474392,0.30855376,-0.4078564,0.629137,0.042245954
578,22.161861,995.6396,73.32278,0.534485,-0.24033977,-0.29835832,-0.12815171,-0.22883673,0.61894953,0.03134054,0.30753535,-0.10398573,-0.29024357,0.57381856,-0.32187846,0.22467303,-0.4454828,0.53346777,-0.049929738
579,21.46701,1048.5063,77.42504,0.6459991,-0.29498523,-0.10222849,0.07224089,-0.19598606,0.76620996,0.05771233,0.28399724,-0.18363911,-0.31224853,0.43463197,-0.3407796,0.36416194,-0.39719176,0.71075505,0.09971273
580,22.014988,1025.5256,74.93119,0.611645,-0.2620866,-0.20360613,-0.027793452,-0.20591715,0.6995158,0.045567885,0.28597572,-0.15645799,-0.30105013,0.49773848,-0.3378268,0.30554324,-0.4203771,0.63370466,0.024583891
581,22.705215,1009.9642,75.1455,0.5935231,-0.22100452,-0.25385606,-0.103062205,-0.18941209,0.6564834,0.012064561,0.30549753,-0.1587165,-0.32874715,0.57568204,-0.3164975,0.2701398,-0.44766688,0.60255694,-0.027025849
582,22.75621,1039.4136,75.034996,0.6860653,-0.23793003,-0.18904343,-0.018153623,-0.17039946,0.7314954,0.035298556,0.2661298,-0.2119452,-0.32313964,0.49005514,-0.3468635,0.35076326,-0.4211774,0.69293976,0.03343916
583,22.904358,973.5094,75.72714,0.48841298,-0.18734765,-0.33454052,-0.21801764,-0.20082355,0.5631561,-0.027807549,0.35772783,-0.105448276,-0.3498676,0.6980047,-0.27338487,0.17320034,-0.4865188,0.49963266,-0.10736869
584,22.295704,991.51825,75.44035,0.51791835,-0.22656739,-0.28174478,-0.13923302,-0.21338403,0.6118973,0.006029457,0.33397707,-0.11057785,-0.3233113,0.6155684,-0.2974097,0.21603279,-0.4582131,0.5394873,-0.053204
585,23.354513,1026.4207,76.061966,0.667944,-0.20057242,-0.21975428,-0.07917242,-0.1505552,0.69713587,-0.00060744584,0.2910137,-0.21804759,-0.35818636,0.5656376,-0.3210847,0.32192406,-0.44698006,0.67371297,-0.00657022
586,23.608595,1056.3688,77.04911,0.7658067,-0.20613071,-0.14366555,0.0020552874,-0.11716333,0.77455664,0.007920131,0.26141298,-0.28485686,-0.37343103,0.49967325,-0.3407013,0.4065683,-0.4270565,0.7781593,0.053988114
587,23.35585,1030.903,72.17591,0.69980204,-0.21293317,-0.26357666,-0.07863188,-0.17197505,0.700904,0.036517665,0.24547826,-0.21081188,-0.30591094,0.508733,-0.3615678,0.33183864,-0.43086004,0.65856063,-0.014093295
588,23.045404,1012.03925,77.76356,0.6025779,-0.20084581,-0.221273,-0.10299603,-0.15972146,0.6652437,-0.018302739,0.3282277,-0.1866706,-0.37375137,0.61375546,-0.29252124,0.28071228,-0.4599383,0.6357029,-0.020837188
589,23.224325,1031.9867,75.312004,0.6826942,-0.21175285,-0.21410838,-0.059482977,-0.15648746,0.71058816,0.013955355,0.2766776,-0.21946248,-0.34305546,0.53520685,-0.33432344,0.33534452,-0.4372198,0.6823617,0.0056376457
590,23.475368,1064.4011,73.52599,0.80088305,-0.22583844,-0.17087299,0.020127386,-0.13896823,0.7888411,0.048497513,0.21554384,-0.27966073,-0.32101247,0.43061525,-0.38211438,0.42503044,-0.40639427,0.7736683,0.059388995
591,23.696918,1014.2618,72.451324,0.6627642,-0.18646802,-0.3066091,-0.14185795,-0.16819951,0.65702856,0.0112966,0.26841915,-0.19692117,-0.3235909,0.57547593,-0.34045634,0.29007173,-0.45309442,0.6170406,-0.057820722
592,23.46588,1028.8373,73.74012,0.6910387,-0.20289402,-0.24933949,-0.08439176,-0.15956804,0.69814587,0.018298864,0.2637015,-0.21785769,-0.33049893,0.53717697,-0.3444177,0.3282316,-0.4395638,0.66624206,-0.014754996
593,23.578178,1000.6897,74.218,0.60792494,-0.17867206,-0.31018665,-0.17127019,-0.1696789,0.62635696,-0.011586517,0.30449036,-0.1751185,-0.34587687,0.6301606,-0.31108487,0.25298852,-0.46891072,0.5860924,-0.07548781
594,23.338928,1045.3525,74.42691,0.7326092,-0.21743497,-0.19863027,-0.02762048,-0.14979333,0.74250275,0.029174775,0.24990498,-0.24416617,-0.332349,0.49088284,-0.35534668,0.37234762,-0.42424718,0.7191449,0.026837572
595,23.511852,1023.38184,73.15005,0.6791791,-0.19880377,-0.27124736,-0.1045073,-0.16491374,0.68275154,0.017730623,0.26452833,-0.2079202,-0.3252075,0.5485511,-0.344149,0.31348363,-0.44357148,0.64615303,-0.030195877
596,24.528921,1057.408,71.44625,0.8355504,-0.17980386,-0.24257573,-0.052858725,-0.11858058,0.7613424,0.031625584,0.19908285,-0.3030658,-0.32815194,0.47319534,-0.38869816,0.41519734,-0.42520198,0.7595072,0.0056033134
597,24.58589,1026.5518,75.1892,0.726512,-0.14827563,-0.26280096,-0.13471417,-0.11198592,0.68937826,-0.027099043,0.2769823,-0.266006,-0.3855315,0.6085429,-0.32270503,0.33396593,-0.46615317,0.694156,-0.045030832
598,24.791307,1014.41095,73.68275,0.70555055,-0.13508207,-0.3168583,-0.18455681,-0.12140775,0.6542027,-0.029552773,0.2764324,-0.247419,-0.37445644,0.6361261,-0.3233447,0.3020523,-0.4763156,0.6502334,-0.08316265
599,24.447433,1052.1146,74.15047,0.8032135,-0.173373,-0.21503353,-0.05622028,-0.10786858,0.7535627,0.0062748343,0.23390082,-0.30095086,-0.36240777,0.5157108,-0.35877174,0.40157986,-0.43697834,0.76166326,0.008516759
600,25.950596,1028.7504,73.03222,0.8032334,-0.09455612,-0.3223501,-0.19406387,-0.07539925,0.68368244,-0.04453388,0.24661306,-0.31811687,-0.39968735,0.6366526,-0.33758184,0.35219735,-0.48183408,0.7142486,-0.08850447
601,24.395441,992.9035,71.69885,0.63184446,-0.1436697,-0.38383913,-0.23786469,-0.16093624,0.59717345,-0.018752337,0.2855072,-0.18561304,-0.33988556,0.65992737,-0.32220492,0.23839429,-0.4828668,0.56114644,-0.12617218
602,25.449194,1040.5808,71.667366,0.82364416,-0.1277061,-0.30146718,-0.14178006,-0.09459615,0.71389043,-0.009331614,0.21938659,-0.31268743,-0.36345822,0.5648614,-0.36480138,0.37863138,-0.45778474,0.72949404,-0.055182897
603,25.926483,1020.1975,74.18795,0.77070487,-0.087293506,-0.32529953,-0.21464613,-0.074258596,0.664176,-0.06072636,0.26957476,-0.30664825,-0.41589597,0.67377955,-0.31840834,0.32935593,-0.4928383,0.69615376,-0.100891024
604,26.452984,1048.6785,73.536736,0.88370717,-0.083869874,-0.28228518,-0.15487865,-0.042238742,0.7331755,-0.046783358,0.22402182,-0.37581956,-0.41835093,0.605422,-0.3502612,0.41173404,-0.47405866,0.78979826,-0.058327064
605,25.322636,985.91187,72.833984,0.6459639,-0.09533757,-0.40759385,-0.29488114,-0.12504342,0.5767143,-0.05988078,0.3024282,-0.21629602,-0.38558728,0.73327374,-0.2996989,0.22921832,-0.50936466,0.5681723,-0.16232209
606,25.827385,1009.9582,73.666016,0.73756886,-0.086387366,-0.35357136,-0.24249443,-0.0872595,0.63740265,-0.06171049,0.27785826,-0.28258,-0.40785593,0.69372743,-0.31347454,0.3001854,-0.49886107,0.6588085,-0.122055165
607,26.13082,1025.7164,72.86329,0.8026891,-0.08504242,-0.33623648,-0.21139586,-0.071864516,0.6746384,-0.050511852,0.24808119,-0.31963214,-0.4037411,0.6514443,-0.33513004,0.34562245,-0.487318,0.7075928,-0.1007822
608,26.33197,1039.5076,72.17696,0.8567754,-0.0866774,-0.31920817,-0.18135029,-0.060587794,0.7075908,-0.03906572,0.22244506,-0.34944785,-0.39831847,0.6118433,-0.3542771,0.38475892,-0.4761156,0.7490199,-0.08026727
609,27.139786,1028.4182,73.77701,0.8509877,-0.039858222,-0.3428797,-0.24387075,-0.028547406,0.67816675,-0.084196314,0.24989124,-0.3698132,-0.44720188,0.6973249,-0.32398456,0.3635184,-0.5056849,0.7443929,-0.1196815
610,26.921078,1035.3066,75.11749,0.8561263,-0.050674736,-0.30285978,-0.20959848,-0.02382192,0.69961673,-0.08416678,0.25558046,-0.37800926,-0.45668653,0.68274045,-0.31967077,0.38090104,-0.49959743,0.7707244,-0.09302619
611,26.846977,1017.92706,74.20817,0.8041266,-0.045027465,-0.35355705,-0.26099917,-0.04267803,0.6536408,-0.08824341,0.2690235,-0.34097338,-0.44570437,0.7203946,-0.31100953,0.33230752,-0.5114285,0.7091904,-0.13172022
612,26.226656,1032.8376,73.58972,0.82522106,-0.08358845,-0.31219792,-0.19199902,-0.059600353,0.69384116,-0.053711817,0.24592908,-0.33890426,-0.4149946,0.6428271,-0.335052,0.36639196,-0.48473474,0.7368479,-0.08523821
613,26.873415,1028.0005,70.8317,0.85175586,-0.05861613,-0.3780809,-0.24326696,-0.056635648,0.6726241,-0.051716074,0.22137801,-0.34655023,-0.39987516,0.6538764,-0.35226244,0.3579961,-0.49219656,0.7154751,-0.12588248
614,26.831171,1032.6139,73.800255,0.8501134,-0.05616066,-0.3250993,-0.21803096,-0.03686315,0.69056284,-0.072466746,0.2459476,-0.3644328,-0.43693405,0.6719371,-0.329641,0.37189782,-0.49638945,0.7507537,-0.10193759
615,26.70946,1056.8425,72.25452,0.92584836,-0.08090463,-0.2878769,-0.14588045,-0.036114603,0.75023377,-0.0362525,0.19933712,-0.39576304,-0.40788895,0.5780376,-0.36897084,0.43574443,-0.46717063,0.8107695,-0.053907305
616,27.9402,1039.607,72.54169,0.92602813,-0.014635265,-0.35465372,-0.2491804,-0.00089275837,0.7002625,-0.08671467,0.21959905,-0.41781837,-0.4539634,0.6850427,-0.34238955,0.40118244,-0.50587845,0.7866876,-0.12407553
617,28.523233,1006.2408,74.80512,0.8393513,0.03816569,-0.41456503,-0.36600664,0.013732731,0.61620885,-0.14926551,0.28350073,-0.39244574,-0.50887764,0.8337958,-0.28475505,0.31745294,-0.5539539,0.7139899,-0.20141341
618,28.23304,1017.0732,75.46272,0.85656047,0.01997438,-0.37317878,-0.31917346,0.014052421,0.6467828,-0.13818462,0.2773994,-0.4019165,-0.50629205,0.7968378,-0.29111338,0.34446102,-0.5408526,0.7457707,-0.16735871
619,27.671339,1036.9026,73.763435,0.9002702,-0.021803617,-0.33704945,-0.2416269,-0.0045200884,0.69714403,-0.091987535,0.23666406,-0.4066803,-0.46216613,0.69516003,-0.3297966,0.39187863,-0.50734174,0.7817044,-0.116841
620,27.863878,1047.7189,74.50866,0.93822837,-0.01839462,-0.30671242,-0.21536191,0.013553977,0.72535706,-0.09505747,0.22954434,-0.43650782,-0.47600287,0.6800629,-0.3327428,0.42367828,-0.50314885,0.8244886,-0.09612887
621,27.083101,1057.9468,70.87055,0.95208764,-0.06846738,-0.31406927,-0.16323385,-0.030731201,0.74838674,-0.03377083,0.18225977,-0.40781927,-0.4011638,0.5753176,-0.38089558,0.44163346,-0.46854717,0.811908,-0.06821285
622,28.76921,1054.335,71.67265,1.0114056,0.010480374,-0.35392553,-0.24401274,0.032210767,0.73201036,-0.090341225,0.18836752,-0.47463155,-0.4657858,0.66771615,-0.3608089,0.4489829,-0.5044645,0.84315044,-0.12018174
623,28.073984,1008.34705,72.91997,0.8348336,0.012292206,-0.4245804,-0.34655502,-0.012747079,0.6201861,-0.11883964,0.2633028,-0.37013602,-0.46931043,0.78698164,-0.30673397,0.31761888,-0.5381606,0.6967373,-0.19244722
624,28.247631,1047.2797,75.116394,0.9509121,0.00037172437,-0.30898684,-0.23121873,0.03075841,0.7234554,-0.1112961,0.23478818,-0.4540401,-0.4962641,0.70475745,-0.32461923,0.4266453,-0.5122875,0.8359321,-0.105287716
625,29.332066,1019.6553,72.85542,0.9248806,0.06057799,-0.43138248,-0.36740607,0.03859228,0.6425483,-0.14405791,0.24299477,-0.4419132,-0.50601363,0.8072843,-0.31196797,0.36083695,-0.55004215,0.7579638,-0.20445248
626,27.680407,1014.6781,74.53609,0.82930446,-0.0052326024,-0.3775736,-0.30549908,-0.012881815,0.6416578,-0.11679129,0.27323171,-0.3711694,-0.4770251,0.76959723,-0.30024368,0.33191442,-0.5303148,0.7196452,-0.16080862
627,29.679533,1005.8891,72.22239,0.9011284,0.08324969,-0.4806167,-0.4253412,0.03868702,0.6042064,-0.15929888,0.25290662,-0.42978156,-0.5113083,0.85561526,-0.3021252,0.32642305,-0.56693804,0.7186233,-0.24624
628,28.837328,1037.1792,71.86904,0.9611765,0.024996012,-0.39232355,-0.2972608,0.025445968,0.68806887,-0.10772781,0.21225905,-0.44819915,-0.47389218,0.72330594,-0.34137306,0.40306333,-0.5220518,0.79358727,-0.15760325
629,29.196314,1021.6752,72.99428,0.9244273,0.05361083,-0.4213707,-0.35510117,0.03584093,0.64870334,-0.13986884,0.24235035,-0.44035268,-0.5031657,0.7970536,-0.31344038,0.3650737,-0.5461912,0.7622516,-0.19571593
630,29.362423,1031.6324,72.34195,0.96512675,0.052969813,-0.4117874,-0.334821,0.04375145,0.672076,-0.13082941,0.22215371,-0.4621359,-0.4978349,0.7675955,-0.32860476,0.39344442,-0.5379907,0.79144615,-0.18218136
